epsilon,estimator,mean,bias,variance,mse,std,scaled_variance,min,max
0.3,IPS,0.6574021428571429,-0.0025978571428572073,0.005999888439852611,0.006006637301587305,0.07745894680314606,1.1999776879705222,0.3990476190476191,0.9538095238095241
0.3,SNIPS,0.6572905606070282,-0.0027094393929719685,0.002163862137205621,0.002171203199029809,0.046517331578731176,0.4327724274411242,0.4655555555555555,0.8013043478260868
0.1,IPS,0.6620383333333332,0.002038333333333031,0.022054505073765426,0.022058659876543204,0.14850759264685906,4.410901014753085,0.24888888888888885,1.1777777777777778
0.1,SNIPS,0.6574427116989907,-0.0025572883010094305,0.006544633088695075,0.006551172812149554,0.08089890659764862,1.308926617739015,0.3492753623188406,0.8759358288770056
0.05,IPS,0.6599121052631578,-8.789473684234217e-05,0.04634739005844875,0.04634739778393351,0.21528443988929796,9.269478011689749,0.12210526315789473,1.4210526315789473
0.05,SNIPS,0.6518490846930963,-0.008150915306903816,0.0132453480719283,0.01331178549226862,0.11508843587401951,2.64906961438566,0.19586206896551725,0.9107142857142858
0.02,IPS,0.6522831632653062,-0.0077168367346939215,0.1135882987231883,0.11364784829237823,0.3370286319041578,22.71765974463766,0.04693877551020408,2.056122448979592
0.02,SNIPS,0.6391097876125084,-0.02089021238749178,0.03382073305930171,0.03425713403289623,0.18390414095202345,6.764146611860341,0.05021276595744681,0.9372093023255809
0.01,IPS,0.6524702020202021,-0.007529797979798025,0.23588782015075,0.23594451800836658,0.4856828390531726,47.17756403015,0.04141414141414142,2.8595959595959597
0.01,SNIPS,0.6054224681435401,-0.05457753185646008,0.0664410465887217,0.06941975357226463,0.2577616080581468,13.28820931774434,0.03465703971119134,0.9548060708263065
